Timestamp,FL,FR,RL,RR
2026-08-20T10:08:02,219.64,221.17,234.58,210.49
2026-08-20T10:08:03,195.93,229.75,229.46,214.69
2026-08-20T10:08:04,220.74,222.5,267.37,247.44
2026-08-20T10:08:05,216.8,219.83,236.86,233.24
2026-08-20T10:08:06,200.41,232.07,239.53,203.48
2026-08-20T10:08:07,209.94,216.0,250.19,238.11
2026-08-20T10:08:08,232.7,209.91,227.74,253.57
2026-08-20T10:08:09,212.84,216.81,236.59,233.81
2026-08-20T10:08:10,226.39,240.18,226.16,241.63
2026-08-20T10:08:11,222.77,231.45,257.51,248.77
2026-08-20T10:08:12,218.48,221.16,227.96,245.11
2026-08-20T10:08:13,226.11,243.18,247.68,279.7
2026-08-20T10:08:14,226.91,230.84,259.15,242.44
2026-08-20T10:08:15,231.48,216.75,265.09,257.16
2026-08-20T10:08:16,233.24,240.69,244.09,247.87
2026-08-20T10:08:17,248.56,245.84,254.62,266.0
2026-08-20T10:08:18,238.74,262.2,277.52,268.18
2026-08-20T10:08:19,231.94,262.27,265.39,255.1
2026-08-20T10:08:20,226.01,237.59,264.65,277.03
